Ticker,Industry,Sub-Industry,Security Type,Within Range,PE Backed,VC Backed,Sh Out,Mkt Cap,EV,3m ADV ,3m ADV $ ,6m ADV ,6m ADV $,Beta,SI,SI Days,Net Leverage,Net Leverage %,Days until Earnings, EV/Sales 2019 , EV/Sales 2020 , EV/Sales 2021 , EV/Sales 2022 ,Revenue Growth 19-20 ,Revenue Growth 20-21 ,Revenue Growth 21-22 , EV/EBITDA 2019 , EV/EBITDA 2020 , EV/EBITDA 2021 , EV/EBITDA 2022 ,EBITDA Growth 19-20 ,EBITDA Growth 20-21 ,EBITDA Growth 21-22 ,EBITDA MARGIN % 2019,EBITDA MARGIN % 2020,EBITDA MARGIN % 2021,EBITDA MARGIN % 2022, P/E 2019 , P/E 2020 , P/E 2021 , P/E 2022 ,Deal Size,Market Cap At IPO,IPO to First Open,IPO to First Day,IPO to 1st Week,IPO to 1st Month,performance
LPLA,Financials,Investment Banking & Brokerage,Common,Higher End,Yes,No, 81.20 ," 4,676.25 "," 7,028.48 ", 1.08 , 63.82 ,0.81, 47.88 , 1.41 , 0.01 , 1.40 , 2.27 , 0.33 , 72.00 , 1.29 , 1.32 , 1.26 , 1.18 , (0.03), 0.05 , 0.07 , 6.98 , 8.63 , 8.76 , 7.98 , (0.19), (0.02), 0.10 , 0.18 , 0.15 , 0.14 , 0.15 , 8.27 , 10.09 , 10.38 , 9.61 , 516.70 ," 3,215.52 ", 0.10 , 0.07 , 0.10 , 0.11 ,0.2316262132513633
TRGP,Energy,Oil & Gas Storage & Transporta,Common,Above,Yes,No, 233.00 ," 3,261.30 "," 15,294.80 ", 6.20 , 86.70 ,4.12, 57.63 , 1.65 , 0.05 , 1.90 , 5.26 , 0.50 , 86.00 , 1.74 , 1.78 , 1.68 , 1.64 , (0.02), 0.06 , 0.03 , 10.53 , 10.12 , 10.30 , 10.06 , 0.04 , (0.02), 0.02 , 0.17 , 0.18 , 0.16 , 0.16 , 285.99 , (6.96), (65.68), (102.87), 414.30 , 984.46 , 0.10 , 0.12 , 0.21 , 0.26 ,0.06782666175247565
FRC,Financials,Regional Banks,Common,Mid-point,Yes,No, 172.00 ," 16,642.30 "," 31,174.89 ", 1.49 , 144.83 ,1.24, 120.62 , 1.05 , 0.03 , 6.20 ,    ,, 64.00 ,  NA  ,  NA  ,  NA  ,  NA  , 0.08 , 0.09 , 0.17 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , 18.68 , 20.39 , 19.04 , 17.07 , 322.60 ,  -  , 0.07 , 0.10 , 0.08 , 0.20 ,0.10603220905929313
LEDS,Information Technology,Semiconductors,Common,Above,No,No, 4.50 , 7.62 , 12.66 , 0.11 , 0.23 ,0.1, 0.19 , (0.02), 0.00 , 0.10 ,    , 0.38 , 58.00 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , 102.60 , 448.75 , 0.41 , 0.52 , 0.54 , 0.64 ,0.08457415909688626
FLT,Information Technology,Data Processing & Outsourced S,Common,Lower End,Yes,No, 88.20 ," 18,787.62 "," 22,651.51 ", 1.23 , 275.00 ,0.99, 222.80 , 1.11 , 0.03 , 3.90 , 2.57 , 0.17 , 85.00 , 8.67 , 9.38 , 8.28 , 7.48 , (0.08), 0.13 , 0.11 , 15.26 , 17.45 , 14.55 , 12.99 , (0.13), 0.20 , 0.12 , 0.57 , 0.54 , 0.57 , 0.58 , 19.02 , 20.27 , 17.03 , 14.89 , 335.30 ," 1,810.54 ", 0.09 , 0.19 , 0.26 , 0.32 ,0.019044740068107302
GCAP,Financials,Investment Banking & Brokerage,Common,Below,Yes,No, 37.50 , 249.51 , 196.61 , 0.93 , 6.12 ,0.54, 3.55 , 0.14 , 0.12 , 3.40 , 11.50 , (1.25), 72.00 , 0.18 , 0.11 , 0.16 ,  NA  , 0.69 , (0.31), NA , (9.22),  NA  ,  NA  ,  NA  , NA , NA , NA , (0.02), NA , NA , NA , (6.95), 2.58 , 15.71 ,  NA  , 81.90 , 281.21 , 0.01 , (0.02), (0.06), 0.06 ,-0.03584989992756904
RNET,Energy,Oil & Gas Equipment & Services,Common,Below,Yes,Yes, 20.10 , 18.67 , 122.02 , 0.22 , 0.20 ,0.15, 0.14 , 1.24 , 0.03 , 1.30 , 2.51 , 0.82 , 84.00 , 0.52 , 0.61 ,  NA  ,  NA  , (0.16), NA , NA , 3.04 , 12.39 ,  NA  ,  NA  , (0.75), NA , NA , 0.17 , 0.05 , NA , NA , (1.10), (0.49),  NA  ,  NA  , 69.00 , 183.54 , -   , 0.05 , 0.11 , 0.21 ,-0.021043482274068714
MCC,Financials,Asset Management & Custody Ban,Common,Below,No,No, 54.50 , 29.94 , 213.43 , 0.37 , 0.20 ,0.28, 0.15 , 1.52 , 0.00 , 0.80 ,    , 1.20 , 86.00 , 3.86 ,  NA  ,  NA  ,  NA  , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , (1.66),  NA  ,  NA  ,  NA  , 128.70 , 207.84 , (0.04), 0.01 , (0.01), (0.01),0.07198632975063601
LEAF,Consumer Discretionary,Internet & Direct Marketing Re,Common,Above,Yes,Yes, 26.40 , 55.42 , 54.95 , 0.18 , 0.38 ,0.12, 0.25 , 0.71 , 0.02 , 2.90 , 0.06 , (0.01), 84.00 , 0.37 , 0.36 , 0.34 , 0.32 , 0.04 , 0.05 , 0.06 , (7.74), (19.56), 48.24 , 14.47 , (0.60), (1.41), 2.33 , (0.05), (0.02), 0.01 , 0.02 , (2.01), (3.05), (9.43), (18.86), 174.00 ," 1,416.10 ", 0.38 , 0.33 , 0.24 , 0.35 ,0.13831378672404826
ACP,,,Common,Lower End,No,No,  #N/A Field Not Applicable  , 134.75 ,#VALUE!, 0.20 , 1.55 ,0.2, 1.51 ,    , 0.00 , 0.10 ,    ,, NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , 146.50 ,  -  , -   , -   , 0.01 , -   ,-0.020397603414732624
BKU,Financials,Regional Banks,Common,Above,Yes,No, 92.80 ," 1,348.89 "," 6,246.32 ", 1.08 , 15.80 ,0.82, 11.97 , 1.26 , 0.02 , 1.40 ,    ,, 72.00 ,  NA  ,  NA  ,  NA  ,  NA  , (0.05), 0.04 , 0.10 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , 4.66 , 14.01 , 6.43 , 4.29 , 900.50 ," 2,735.69 ", 0.09 , 0.05 , 0.05 , 0.05 ,0.004588012398417218
AGRO,Consumer Staples,Packaged Foods & Meats,Common,Lower End,No,No, 234.70 , 432.37 ," 1,367.38 ", 0.51 , 1.86 ,0.44, 1.60 , 0.91 , 0.00 , 1.10 , 2.93 , 0.65 , 8.00 , 1.54 , 1.65 , 1.48 , 1.43 , (0.07), 0.12 , 0.04 , 4.48 , 5.18 , 4.31 , 4.37 , (0.14), 0.20 , (0.01), 0.34 , 0.32 , 0.34 , 0.33 ," 1,265.08 ", 63.28 , 7.43 , 8.89 , 361.40 ," 1,320.76 ", (0.02), 0.09 , 0.23 , 0.11 ,0.050279961521888066
NPTN,Information Technology,Semiconductors,Common,Higher End,Yes,Yes, 50.60 , 447.58 , 430.39 , 0.97 , 8.91 ,0.85, 7.80 , 0.79 , 0.07 , 4.00 , (0.53), (0.04), 84.00 , 1.14 , 1.02 , 0.93 , 0.83 , 0.12 , 0.09 , 0.13 , 12.41 , 7.17 , 6.25 ,  NA  , 0.73 , 0.15 , NA , 0.09 , 0.14 , 0.15 , NA , 918.00 , 17.06 , 15.33 , 10.99 , 94.90 , 258.22 , 0.27 , 0.21 , 0.63 , 0.63 ,0.401528001329396
PCRX,Health Care,Pharmaceuticals,Common,Lower End,No,No, 42.80 ," 1,849.94 "," 1,909.91 ", 0.74 , 32.54 ,0.62, 27.02 , 0.90 , 0.13 , 8.50 , 0.68 , 0.03 , 86.00 , 4.48 , 4.60 , 3.50 , 3.12 , (0.03), 0.32 , 0.12 , 21.35 , 17.84 , 11.73 , 9.42 , 0.20 , 0.52 , 0.25 , 0.21 , 0.26 , 0.30 , 0.33 , 26.30 , 24.55 , 13.68 , 11.52 , 42.00 , 120.63 , -   , 0.00 , (0.05), 0.01 ,0.19014259201061207
GEVO,Energy,Oil & Gas Refining & Marketing,Common,Higher End,Yes,Yes, 14.50 , 15.18 , 14.23 , 0.22 , 0.22 ,0.2, 0.21 , 0.48 , 0.01 , 0.40 , 0.05 , (0.05), 93.00 , 0.84 , 1.41 , 2.03 , 1.64 , (0.40), (0.31), 0.24 , (1.12), (1.23),  NA  ,  NA  , (0.09), NA , NA , (0.75), (1.15), NA , NA , (0.43), (0.61), (1.32), (1.67), 123.30 , 373.48 , 0.04 , 0.10 , 0.21 , 0.26 ,0.05832895428271145
INN,Real Estate,Hotel & Resort REITs,Common,Below,No,No, 104.00 , 498.45 ," 1,797.87 ", 1.67 , 7.87 ,1.21, 5.70 , 1.36 , 0.09 , 8.30 , 5.48 , 0.54 , 79.00 , 3.32 , 6.30 , 4.00 , 3.62 , (0.47), 0.57 , 0.11 , 10.08 , 37.92 , 13.82 , 10.77 , (0.73), 1.74 , 0.28 , 0.33 , 0.17 , 0.29 , 0.34 , 18.44 , (7.43), (23.02), (47.20), 253.50 , 265.96 , 0.02 , (0.01), 0.00 , 0.02 ,-0.06380245242950068
KMI,Energy,Oil & Gas Storage & Transporta,Common,Above,Yes,No," 2,264.00 "," 33,492.62 "," 67,218.62 ", 20.83 , 308.50 ,16.83, 249.26 , 1.11 , 0.01 , 1.50 , 4.28 , 0.48 , 65.00 , 5.13 , 5.50 , 5.28 , 5.28 , (0.07), 0.04 , -   , 8.90 , 9.57 , 9.40 , 9.38 , (0.07), 0.02 , 0.00 , 0.58 , 0.57 , 0.56 , 0.56 , 15.59 , 20.29 , 16.83 , 16.89 ," 3,293.60 "," 21,210.00 ", 0.06 , 0.04 , 0.05 , 0.00 ,-0.05561542942636311
ACRX,Health Care,Pharmaceuticals,Common,Lower End,No,No, 80.10 , 123.16 , 86.78 , 1.15 , 1.75 ,1.02, 1.55 , 1.50 , 0.16 , 13.10 , 0.70 , (0.42), 84.00 , 37.91 , 6.89 , 2.15 , 1.03 , 4.50 , 2.21 , 1.08 , (1.66), (1.72), (2.25), (10.26), (0.04), (0.24), (0.78), (22.85), (4.01), (0.96), (0.10), (2.27), (2.58), (4.84), 16.94 , 40.00 , 96.86 , -   , (0.09), (0.27), (0.37),0.08176537929062855
SUNS,Financials,Asset Management & Custody Ban,Common,Lower End,No,No, 16.10 , 189.38 , 135.41 , 0.08 , 0.98 ,0.06, 0.69 , 1.26 , 0.00 , 1.10 ,    , (0.61), 84.00 , 2.20 , 0.26 , 2.55 ,  NA  , 7.48 , (0.90), NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , 8.37 , 9.44 , 9.78 ,  NA  , 184.00 , 194.00 , (0.02), (0.02), (0.04), (0.04),-0.025774182859246157
CSOD,Information Technology,Application Software,Common,Above,Yes,Yes, 61.60 ," 2,169.65 "," 2,119.76 ", 1.19 , 40.52 ,0.8, 27.03 , 1.04 , 0.02 , 1.00 , (0.38), (0.02), 84.00 , 3.61 , 2.91 , 2.44 , 2.13 , 0.24 , 0.19 , 0.15 , 15.96 , 11.20 , 8.12 , 6.56 , 0.43 , 0.38 , 0.24 , 0.23 , 0.26 , 0.30 , 0.33 , 29.05 , 27.75 , 15.94 , 13.60 , 157.00 , 603.32 , 0.39 , 0.47 , 0.46 , 0.37 ,-0.16635739292191098
SREV,Information Technology,IT Consulting & Other Services,Common,Above,Yes,No, 95.00 , 128.29 , 146.43 , 0.27 , 0.36 ,0.27, 0.36 , 0.89 , 0.00 , 2.00 , 4.27 , 0.15 , 86.00 , 0.56 , 0.63 , 0.61 ,  NA  , (0.11), 0.04 , NA , 28.74 , 464.03 , 18.78 ,  NA  , (0.94), 23.72 , NA , 0.02 , 0.00 , 0.03 , NA , (33.71), (19.26), (134.85),  NA  , 137.30 , 672.97 , 0.37 , 0.22 , 0.21 , 0.19 ,-0.1256766048976412
GNC,Consumer Discretionary,Specialty Stores,Class A,Mid-point,Yes,No, 83.90 , 36.07 ," 1,524.10 ", 3.17 , 1.35 ,2.02, 0.86 , 0.99 , 0.35 , 4.60 , 6.19 , 0.84 , 70.00 , 0.69 , 1.15 , 0.84 ,  NA  , (0.40), 0.37 , NA , 7.39 ,  NA  ,  NA  ,  NA  , NA , NA , NA , 0.09 , NA , NA , NA , 1.71 , (0.99), (5.33),  NA  , 414.00 ," 1,399.12 ", 0.04 , 0.05 , 0.10 , 0.19 ,-0.046456373445841526
APTS,Real Estate,Residential REITs,Common,Lower End,No,No, 47.10 , 288.37 ," 2,833.34 ", 0.69 , 4.19 ,0.52, 3.15 , 0.96 , 0.04 , 3.90 , 8.91 , 0.86 , 77.00 , 6.30 , 6.09 , 5.87 , 4.58 , 0.04 , 0.04 , 0.28 , 10.39 , 9.72 , 9.24 ,  NA  , 0.07 , 0.05 , NA , 0.61 , 0.63 , 0.64 , NA , (2.19), (1.89), (1.66),  NA  , 46.10 , 51.44 , -   , (0.02), (0.01), (0.03),0.014357490723359456
GMLP,Energy,Oil & Gas Storage & Transporta,Units,Above,No,No, 76.30 , 146.50 ," 1,521.79 ", 0.67 , 1.43 ,0.59, 1.24 , 0.98 , 0.02 , 1.80 , 4.18 , 0.85 , 8.00 , 3.66 , 5.26 , 5.07 , 5.05 , (0.30), 0.04 , 0.00 , 4.93 , 6.67 , 6.56 , 6.84 , (0.26), 0.02 , (0.04), 0.74 , 0.79 , 0.77 , 0.74 , 3.52 , 2.71 , 2.24 , 1.68 , 310.50 , 520.36 , 0.07 , 0.10 , 0.10 , 0.07 ,-0.11471501763175886
UAN,Materials,Fertilizers & Agricultural Che,Units,Above,No,No, 113.30 , 105.35 , 712.08 , 0.26 , 0.25 ,0.21, 0.20 , 1.35 , 0.00 , 0.40 , 5.17 , 0.89 , 72.00 , 1.68 , 2.00 , 1.88 , 1.80 , (0.16), 0.06 , 0.04 , 5.80 , 10.47 , 9.45 , 7.77 , (0.45), 0.11 , 0.22 , 0.29 , 0.19 , 0.20 , 0.23 , (4.30), (1.43), (1.63), (2.16), 353.30 ," 1,168.00 ", 0.13 , 0.10 , 0.12 , 0.22 ,-0.1741190612669974
PFLT,Financials,Asset Management & Custody Ban,Common,Lower End,No,No, 39.10 , 279.55 , 615.44 , 0.37 , 2.68 ,0.27, 1.91 , 1.13 , 0.00 , 0.80 ,    , 0.49 , 86.00 , 7.37 , 7.13 , 7.51 ,  NA  , 0.03 , (0.05), NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , 6.17 , 6.36 , 6.53 ,  NA  , 102.80 , 102.76 , (0.06), (0.11), (0.12), (0.09),-0.032460579643628806
ARCO,Consumer Discretionary,Restaurants,Class A,Above,Yes,No, 204.10 , 708.33 ," 2,158.68 ", 1.03 , 3.56 ,0.81, 2.79 , 1.14 , 0.00 , 0.40 , 4.97 , 0.67 , -   , 0.73 , 1.07 , 0.82 , 0.69 , (0.32), 0.30 , 0.20 , 7.40 , 29.32 , 8.53 , 6.22 , (0.75), 2.44 , 0.37 , 0.10 , 0.04 , 0.10 , 0.11 , 8.90 , (13.25), 12.95 , 6.94 ," 1,436.60 ",  -  , 0.24 , 0.25 , 0.39 , 0.31 ,0.030287721541449875
SQNS,Information Technology,Semiconductors,ADR,Below,Yes,Yes, 23.90 , 147.17 , 175.21 , 0.32 , 1.61 ,0.23, 1.18 , 0.85 ,, 0.50 , (1.50), 0.16 , 78.00 , 5.68 , 3.49 , 2.27 ,  NA  , 0.63 , 0.54 , NA , (9.37), (11.68), (103.07),  NA  , (0.20), (0.89), NA , (0.61), (0.30), (0.02), NA , (15.48), (5.67), (12.17),  NA  , 77.00 , 345.22 , (0.10), (0.18), (0.19), (0.07),0.09441127552888597
AL,Industrials,Trading Companies & Distributo,Class A,Mid-point,Yes,No, 113.80 ," 2,474.02 "," 15,985.40 ", 2.14 , 46.63 ,1.37, 29.75 , 1.63 , 0.07 , 5.10 , 6.91 , 0.81 , 86.00 , 8.13 , 7.76 , 6.70 , 5.49 , 0.05 , 0.16 , 0.22 , 8.55 , 8.00 , 6.82 , 5.68 , 0.07 , 0.17 , 0.20 , 0.95 , 0.97 , 0.98 , 0.97 , 4.28 , 4.36 , 4.06 , 3.17 , 922.90 ," 2,486.94 ", 0.03 , 0.06 , 0.09 , 0.12 ,-0.08225108012842408
VNET,Information Technology,Internet Services & Infrastruc,ADR,Above,Yes,Yes, 111.80 ," 1,927.70 "," 2,439.74 ", 0.90 , 15.29 ,0.66, 11.19 , 0.97 ,, 1.00 , 0.45 , 0.19 , 1.00 , 0.64 , 0.52 , 0.42 , 0.35 , 0.23 , 0.25 , 0.19 , 2.32 , 1.88 , 1.42 , 1.13 , 0.23 , 0.32 , 0.26 , 0.28 , 0.28 , 0.30 , 0.31 , (11.33), 64.68 , 24.20 , 7.15 , 224.30 ,  -  , 0.35 , 0.25 , 0.07 , (0.15),-0.14918308307282402
WIFI,Communication Services,Wireless Telecommunication Ser,Common,Mid-point,Yes,Yes, 44.30 , 558.95 , 667.45 , 0.96 , 12.10 ,0.75, 9.43 , 0.99 , 0.08 , 5.30 , 1.30 , 0.16 , 79.00 , 2.55 , 2.69 , 2.48 ,  NA  , (0.05), 0.09 , NA , 8.15 , 8.34 , 7.36 ,  NA  , (0.02), 0.13 , NA , 0.31 , 0.32 , 0.34 , NA , (55.74), (40.55), (75.96),  NA  , 77.90 , 439.13 , (0.07), (0.10), (0.12), (0.25),-0.03975005074314841
RENN,Consumer Discretionary,Automotive Retail,ADR,Higher End,Yes,Yes, 24.10 , 39.47 , 142.50 , 0.05 , 0.08 ,0.04, 0.07 , 0.60 ,, 5.40 ,    , 0.55 , 29.00 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , 854.90 ,  -  , 0.39 , 0.29 , (0.04), (0.09),-0.3033997829267203
THR,Industrials,Electrical Components & Equipm,Common,Lower End,Yes,No, 33.30 , 450.52 , 634.78 , 0.19 , 2.64 ,0.15, 2.09 , 1.22 , 0.01 , 1.40 , 2.35 , 0.30 , 28.00 , 1.47 , 1.83 , 1.69 ,  NA  , (0.19), 0.08 , NA , 7.86 , 9.35 , 8.46 ,  NA  , (0.16), 0.11 , NA , 0.19 , 0.20 , 0.20 , NA , 13.17 , 28.78 , 16.96 ,  NA  , 127.80 , 354.12 , 0.00 , 0.02 , 0.06 , 0.03 ,-0.1108070934528369
VOC,Energy,Oil & Gas Exploration & Produc,Units,Higher End,No,No, 17.00 , 29.75 , 29.42 , 0.09 , 0.15 ,0.08, 0.13 , 0.76 , 0.00 , 0.50 ,    , (0.01), 89.00 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , 267.70 , 357.00 , 0.06 , -   , 0.02 , 0.03 ,0.03427212399372848
KOS,Energy,Oil & Gas Exploration & Produc,Common,Higher End,Yes,No, 404.80 , 567.31 ," 2,374.25 ", 12.91 , 18.08 ,9.26, 12.97 , 2.03 , 0.05 , 1.80 , 2.23 , 0.71 , 84.00 , 1.72 , 3.15 , 2.42 , 2.09 , (0.45), 0.30 , 0.16 , 3.13 , 5.96 , 3.82 , 3.79 , (0.48), 0.56 , 0.01 , 0.55 , 0.53 , 0.63 , 0.55 , (28.00), (1.85), (3.93), (5.96), 621.30 ," 6,762.42 ", 0.08 , 0.01 , 0.01 , 0.02 ,-0.06209516172750995
RLJ,Real Estate,Hotel & Resort REITs,Common,Below,No,No, 167.10 ," 1,251.50 "," 3,076.97 ", 3.17 , 24.04 ,2.24, 16.97 , 1.68 , 0.07 , 4.80 , 3.10 , 0.45 , 86.00 , 2.04 , 4.71 , 2.91 , 2.61 , (0.57), 0.62 , 0.12 , 6.92 , 42.75 , 12.84 , 10.68 , (0.84), 2.33 , 0.20 , 0.30 , 0.11 , 0.23 , 0.24 , 11.57 , (6.79), 216.57 ,  NA  , 568.70 ," 1,913.80 ", (0.04), (0.02), 0.00 , 0.01 ,-0.0573440299431176
NGL,Energy,Oil & Gas Storage & Transporta,Units,Higher End,No,No, 129.40 , 645.81 ," 3,199.32 ", 2.48 , 12.48 ,1.76, 8.86 , 1.39 , 0.06 , 3.30 , 3.97 , 0.44 , 16.00 , 0.26 , 0.51 , 0.32 ,  NA  , (0.48), 0.62 , NA , 8.96 , 8.80 , 7.60 , 7.27 , 0.02 , 0.16 , 0.05 , 0.03 , 0.06 , 0.04 , NA , (2.17), (314.48), 8.00 , 5.18 , 84.50 , 189.82 , -   , (0.00), 0.04 , (0.04),-0.01935160156998716
FENG,Communication Services,Interactive Media & Services,ADR,Below,Yes,Yes, 72.80 , 99.00 , (89.04), 0.08 , 0.11 ,0.1, 0.13 , 0.57 ,, 0.20 , 2.22 ,, 91.00 , (0.04), (0.04), (0.03), (0.03), 0.07 , 0.13 , 0.10 , 0.60 ,  NA  ,  NA  ,  NA  , NA , NA , NA , (0.06), NA , NA , NA , -   , (1.60), 2.13 , 0.83 , 161.50 ,  -  , 0.01 , 0.34 , 0.12 , 0.03 ,-0.14629220670589138
NMFC,Financials,Asset Management & Custody Ban,Common,Below,No,No, 110.10 , 734.92 ," 2,607.22 ", 1.53 , 11.64 ,1.04, 7.89 , 1.13 , 0.03 , 2.60 ,    , 0.72 , 86.00 , 9.43 , 9.12 , 9.24 ,  NA  , 0.03 , (0.01), NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , 5.58 , 13.83 , 6.47 , 5.27 , 100.00 , 159.47 , (0.04), (0.06), (0.04), (0.08),-0.009742603104109682
YNDX,Communication Services,Interactive Media & Services,Class A,Higher End,Yes,No, 337.60 ," 12,997.52 "," 13,015.12 ", 3.55 , 140.79 ,2.96, 117.20 , 0.97 , 0.02 , 2.40 , (0.01), (0.05), 75.00 , 0.07 , 0.06 , 0.04 , 0.04 , 0.16 , 0.32 , 0.22 , 0.30 , 0.26 , 0.16 , 0.12 , 0.18 , 0.59 , 0.34 , 0.23 , 0.23 , 0.28 , 0.30 , 0.57 , 0.49 , 0.30 , 0.24 ," 1,434.80 ",  -  , 0.40 , 0.55 , 0.34 , 0.26 ,-0.1370819566167082
JSD,,,Common,Lower End,No,No,  #N/A Field Not Applicable  , 114.18 ,#VALUE!, 0.08 , 0.87 ,0.07, 0.74 ,    , 0.00 , 0.20 ,    ,, NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , 200.00 ,  -  , (0.01), (0.01), (0.00), -   ,-0.036713715427946325
SAVE,Industrials,Airlines,Common,Lower End,No,No, 68.50 , 736.02 ," 3,209.72 ", 7.03 , 60.12 ,4.11, 35.18 , 1.64 , 0.11 , 1.60 , 3.33 , 0.70 , 72.00 , 0.92 , 1.90 , 1.18 , 0.96 , (0.52), 0.61 , 0.24 , 4.75 , (20.80), 6.31 , 4.93 , (1.23), (4.30), 0.28 , 0.19 , (0.09), 0.19 , 0.19 , 1.68 , (1.64), 6.15 , 4.03 , 190.30 , 864.97 , (0.05), (0.04), (0.01), -   ,-0.16651753984033768
EMO,,,Units,Lower End,No,No,  #N/A Field Not Applicable  , 156.34 ,#VALUE!, 0.90 , 1.97 ,0.71, 1.54 , 1.98 , 0.01 , 0.70 ,    ,, NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , 540.00 ,  -  , -   , 0.00 , 0.00 , 0.00 ,-0.016237722885165118
FDUS,Financials,Asset Management & Custody Ban,Common,Lower End,No,No, 24.50 , 196.72 , 359.41 , 0.28 , 2.23 ,0.19, 1.52 , 1.51 , 0.01 , 1.30 ,    , 0.45 , 79.00 , 4.66 , 4.73 , 4.66 , 4.71 , (0.02), 0.02 , (0.01),  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , 5.59 , 5.60 , 6.25 , 32.20 , 80.60 , 130.90 , (0.02), -   , (0.00), (0.07),0.02085991240978413
SXC,Materials,Steel,Common,Mid-point,No,No, 83.90 , 219.73 , 944.03 , 0.97 , 2.57 ,1.04, 2.77 , 1.51 , 0.03 , 3.90 , 2.81 , 0.74 , 78.00 , 0.59 , 0.80 , 0.74 , 0.71 , (0.27), 0.08 , 0.06 , 3.81 , 4.40 , 4.21 , 4.10 , (0.13), 0.04 , 0.03 , 0.16 , 0.18 , 0.18 , 0.17 , 9.23 , 19.38 , 8.38 , 6.48 , 213.40 ," 1,120.00 ", 0.06 , 0.06 , 0.06 , (0.13),-0.02126000178053622
FRAN,Consumer Discretionary,Apparel Retail,Common,Above,Yes,No, 2.90 , 7.95 , 248.67 , 0.33 , 0.85 ,0.25, 0.66 , 1.15 , 0.31 , 2.90 ,    , 0.97 , 211.00 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , 195.50 , 745.64 , 0.35 , 0.63 , 0.55 , 0.24 ,0.021566292845291542
DNKN,Consumer Discretionary,Restaurants,Common,Above,Yes,No, 83.20 ," 5,142.64 "," 7,973.96 ", 1.53 , 96.07 ,1.1, 68.80 , 1.28 , 0.04 , 2.60 , 5.80 , 0.35 , 79.00 , 5.91 , 6.45 , 5.92 , 5.69 , (0.09), 0.09 , 0.04 , 16.57 , 19.17 , 16.80 , 16.01 , (0.14), 0.14 , 0.05 , 0.36 , 0.34 , 0.35 , 0.36 , 19.76 , 24.65 , 20.51 , 19.15 , 486.20 ," 2,287.45 ", 0.32 , 0.47 , 0.40 , 0.38 ,-0.048418274293336894
CHEF,Consumer Staples,Food Distributors,Common,Mid-point,No,No, 29.60 , 403.72 , 788.34 , 1.34 , 17.42 ,0.8, 10.44 , 2.17 , 0.12 , 2.90 , 4.32 , 0.45 , 79.00 , 0.53 , 0.70 , 0.59 , 0.55 , (0.24), 0.17 , 0.08 , 9.53 , (91.98), 10.91 , 10.10 , (1.10), (9.43), 0.08 , 0.06 , (0.01), 0.05 , 0.06 , 12.88 , (8.63), 43.66 , 32.94 , 155.30 , 330.25 , 0.13 , 0.17 , 0.17 , (0.07),0.002564755583703171
HZNP,Health Care,Pharmaceuticals,Common,Below,No,No, 190.10 ," 8,875.01 "," 9,202.46 ", 2.23 , 103.90 ,1.87, 86.78 , 0.83 , 0.05 , 5.50 , 0.68 , 0.03 , 79.00 , 7.32 , 6.62 , 5.40 , 4.65 , 0.11 , 0.23 , 0.16 , 19.71 , 19.92 , 14.38 , 11.31 , (0.01), 0.39 , 0.27 , 0.37 , 0.33 , 0.38 , 0.41 , 23.98 , 26.11 , 17.82 , 13.73 , 49.50 , 175.75 , -   , 0.02 , -   , (0.10),-0.03957578826392538
